Name,BPS,PER,PBR,EPS,DIV,DPS
제일파마홀딩스,22003,0.0,0.52,0,0.44,50
만호제강,79971,20.23,0.55,2168,0.57,250
서연,24599,2.52,0.31,3034,1.31,100
제이에스코퍼레이션,20205,2.63,0.67,5118,6.32,850
테이팩스,31365,9.32,1.19,4013,2.41,900
삼영,1525,65.75,3.45,80,0.0,0
금강공업,13661,3.13,0.44,1933,1.98,120
NI스틸,6580,3.63,0.94,1706,1.61,100
한신기계,2861,0.0,1.9,0,0.18,10
CJ제일제당 우,0,0.0,0.0,0,4.16,5550
동국홀딩스,34362,2.48,0.32,4474,4.51,500
코람코더원리츠
삼성출판사,17559,14.83,1.0,1179,1.14,200
태림포장,4948,9.76,0.5,253,2.02,50
대성산업,16329,0.0,0.24,0,0.0,0
경인양행,5831,12.13,0.72,345,1.19,50
일동홀딩스,1046,0.0,14.05,0,0.68,100
진흥기업,1545,3.46,0.76,341,0.0,0
DB금융투자,22203,0.0,0.18,0,4.19,170
동아지질,15999,0.0,0.76,0,4.12,500
현대리바트,21802,0.0,0.38,0,0.0,0
삼영전자,26088,9.3,0.32,909,3.55,300
삼화페인트,12654,26.03,0.49,237,4.05,250
한국화장품,1409,281.35,7.39,37,0.0,0
한국무브넥스,9592,4.93,0.56,1095,1.3,70
해태제과식품,9537,0.0,0.59,0,3.53,200
우신시스템,5701,52.34,1.57,171,0.34,30
극동유화,5808,7.84,0.8,593,4.3,200
무학,18143,0.0,0.32,0,4.01,230
한국패러랠
SNT에너지,38778,9.42,0.56,2292,3.7,800
아모레G3우(전환),0,0.0,0.0,0,2.96,667
인지컨트롤스,13364,10.67,0.76,947,1.98,200
용평리조트,7847,0.0,0.42,0,0.0,0
금호에이치티,1749,0.0,0.46,0,0.0,0
샘표,92028,11.2,0.59,4831,0.37,200
아남전자,1270,11.13,1.59,181,0.0,0
동아타이어,27514,6.43,0.41,1747,8.9,1000
와이투솔루션,2590,0.0,1.62,0,0.0,0
미원화학,64815,8.82,1.08,7959,3.56,2500
동성제약,1872,0.0,3.14,0,0.0,0
한국주철관,15912,12.04,0.42,559,5.94,400
대호에이엘,1456,20.7,1.62,114,0.0,0
태영건설,19502,2.43,0.2,1607,5.77,225
신세계푸드,75425,0.0,0.52,0,1.92,750
태양금속,3058,0.0,1.35,0,0.12,5
컨버즈,402,0.0,10.2,0,0.0,0
성안,458,0.0,4.88,0,0.0,0
유수홀딩스,13726,4.76,0.42,1218,6.9,400
유니온머티리얼,1996,0.0,1.79,0,0.98,35
노루홀딩스,38479,4.74,0.29,2391,4.41,500
삼양통상,147462,9.27,0.34,5339,3.03,1500
태경케미컬,12992,16.25,0.98,782,1.57,200
디와이파워,21781,8.24,0.61,1618,1.88,250
샘표식품,49786,11.45,0.66,2869,0.61,200
강남제비스코,92542,23.48,0.24,952,2.24,500
동부건설,25542,3.64,0.25,1737,7.91,500
효성ITX,5956,9.94,2.09,1254,6.01,750
사조동아원,1639,127.0,0.62,8,0.0,0
성창기업지주,9349,0.0,0.22,0,0.0,0
이구산업,3804,24.71,1.11,171,1.18,50
KTcs,4834,7.57,0.68,436,3.64,120
대구백화점,27810,0.0,0.46,0,0.39,50
삼성물산우B,0,0.0,0.0,0,2.75,2350
한컴라이프케어,4596,15.11,1.09,333,0.0,0
인스코비,567,0.0,2.12,0,0.0,0
토니모리,3871,0.0,1.48,0,0.0,0
동일산업,192642,5.63,0.29,10085,5.28,3000
아시아나IDT,14410,15.98,0.86,774,4.04,500
한국석유,13490,11.66,0.78,906,1.04,110
NH올원리츠
대한화섬,635611,3.42,0.16,29768,0.74,750
신라교역,35416,9.37,0.24,899,5.94,500
종근당바이오,26941,0.0,0.91,0,0.0,0
광전자,4514,8.42,0.51,275,2.16,50
현대약품,3144,0.0,1.33,0,0.72,30
SK이노베이션우,0,0.0,0.0,0,5.47,5890
신원,2866,5.77,0.45,224,7.74,100
디씨엠,28881,2.84,0.4,4097,7.74,900
신흥,11398,15.53,1.23,901,1.79,250
대창,3225,30.4,0.45,48,0.0,0
한국내화,6218,139.35,0.52,23,1.4,45
DRB동일,18971,81.63,0.34,80,0.61,40
한국화장품제조,13033,25.97,2.22,1113,0.35,100
팜스코,7532,0.0,0.47,0,1.4,50
황금에스티,19636,3.24,0.39,2380,2.59,200
계룡건설,84371,2.14,0.17,6828,3.42,500
수산중공업,2566,8.25,0.94,292,0.41,10
가온전선,49444,8.32,0.41,2458,0.24,50
대영포장,1753,8.95,0.68,134,0.0,0
HDC현대EP,10618,10.23,0.38,398,2.95,120
한국공항,110940,21.66,0.37,1888,0.0,0
대신증권2우B,0,0.0,0.0,0,9.39,1200
대양금속,3353,13.41,1.01,252,0.0,0
세아특수강,40593,6.79,0.37,2185,6.74,1000
유화증권,10892,33.51,0.21,67,4.9,110
조선선재,134669,9.61,0.74,10425,1.5,1500
신일전자,1165,118.6,1.53,15,0.56,10
미래산업,3527,13.63,1.17,303,0.0,0
미창석유,212260,4.57,0.33,15455,3.54,2500
한국특강,3322,2.91,0.6,687,0.0,0
삼원강재,5807,9.27,0.52,327,3.47,105
KCTC,8350,4.57,0.48,879,1.49,60
씨티알모빌리티,12061,105.88,1.15,131,0.0,0
경동도시가스,67007,4.95,0.3,4105,4.31,875
동남합성,14281,11.45,2.39,2983,2.56,875
한양증권,36091,5.04,0.26,1858,8.55,800
한솔홀딩스,13522,2.46,0.21,1144,4.27,120
한국수출포장,7340,5.55,0.4,531,2.72,80
삼화전기,10248,10.81,1.7,1611,1.72,300
삼일제약,8884,0.0,0.85,0,0.0,0
조흥,256975,10.23,0.74,18552,3.43,6500
KTis,6434,6.47,0.5,501,3.7,120
인천도시가스,48520,8.69,0.53,2956,4.86,1250
유니드비티플러스,18122,118.11,0.59,90,0.0,0
CJ씨푸드,2107,15.17,1.48,205,0.0,0
팜젠사이언스,13118,1.54,0.53,4498,0.0,0
광명전기,2621,20.4,0.97,124,0.4,10
두산2우B,0,0.0,0.0,0,1.65,2000
CJ우,0,0.0,0.0,0,5.34,2550
씨아이테크,1240,0.0,1.76,0,0.0,0
크라운제과,16001,4.05,0.53,2116,2.92,250
덕성,5862,43.38,1.16,157,0.66,45
두올,5889,14.4,0.55,224,2.48,80
화성산업,39046,4.68,0.27,2229,4.79,500
동양철관,740,26.82,1.2,33,0.0,0
세이브존I&C,12290,10.56,0.21,243,1.17,30
두산퓨얼셀1우,0,0.0,0.0,0,0.0,0
태평양물산,4369,3.87,0.49,548,1.42,30
엔에이치스팩19호,0,0.0,0.0,0,0.0,0
삼익악기,3225,6.06,0.35,186,4.44,50
코스맥스비티아이,31502,0.0,0.34,0,0.0,0
한진중공업홀딩스,13021,6.07,0.26,563,2.92,100
이지스레지던스리츠
대유플러스,503,0.0,1.58,0,0.0,0
HS애드,10892,5.61,0.55,1077,6.62,400
현대코퍼레이션홀딩스,25341,2.87,0.43,3810,4.57,500
웅진,978,11.99,1.26,103,0.0,0
모나리자,2123,42.19,1.27,64,1.85,50
금비,106871,0.0,0.91,0,1.34,1300
동방,2685,119.12,0.75,17,0.0,0
SG세계물산,1234,52.56,0.38,9,0.0,0
무림페이퍼,10014,6.29,0.23,365,2.18,50
콤텍시스템,1259,3.92,0.63,201,0.0,0
대원화성,1532,0.0,1.5,0,0.0,0
유니온,7741,0.0,0.78,0,2.06,125
기신정기,8569,11.07,0.38,291,4.66,150
에이플러스에셋,6449,1.87,0.64,2226,4.81,200
인바이오젠,747,0.0,0.63,0,0.0,0
일성건설,2224,14.85,0.77,115,0.29,5
인팩,11399,7.01,0.81,1320,1.95,180
미래에셋글로벌리츠
다스코,7408,53.52,0.64,88,0.0,0
텔코웨어,19820,13.68,0.47,688,6.38,600
대현,5480,3.61,0.38,574,5.3,110
방림,5532,14.14,0.39,152,2.09,45
크라운해태홀딩스,20510,10.89,0.3,559,1.64,100
화천기계,6506,22.75,0.63,180,0.73,30
동일고무벨트,15353,11.52,0.42,561,1.86,120
동원금속,1314,3.95,1.46,485,0.0,0
지엠비코리아,13567,7.54,0.34,621,1.71,80
HL D&I,11284,7.83,0.21,300,0.0,0
고려산업,4286,126.79,0.83,28,0.7,25
보락,808,28.88,1.82,51,0.48,7
남광토건,10896,4.55,0.82,1969,0.0,0
한신공영,63050,1.92,0.12,3928,3.98,300
국제약품,3666,23.32,1.12,176,0.0,0
동방아그로,12112,11.67,0.53,546,3.92,250
KC코트렐,1562,0.0,1.09,0,0.0,0
일신석재,713,37.17,1.56,30,0.0,0
삼호개발,9788,13.04,0.35,265,5.5,190
써니전자,2101,16.91,1.16,144,0.0,0
조광페인트,16695,0.0,0.4,0,1.51,100
새론오토모티브,11978,0.0,0.37,0,3.17,140
KH 필룩스,2771,0.0,0.16,0,0.0,0
신송홀딩스,8832,50.29,0.79,139,1.72,120
진양산업,3941,13.58,1.63,472,3.12,200
다이나믹디자인,3499,0.0,1.37,0,0.0,0
제일연마,12792,27.81,0.65,297,3.27,270
아센디오,384,0.0,2.49,0,0.0,0
명문제약,2648,10.47,0.92,233,0.0,0
하이스틸,7380,7.11,0.55,574,0.49,20
유유제약,7144,0.0,0.68,0,2.18,105
화승코퍼레이션,3752,26.03,0.44,63,3.05,50
엔케이,1457,7.56,0.71,136,0.0,0
신영와코루,40302,3.49,0.23,2611,1.65,150
호전실업,14510,2.85,0.58,2932,3.59,300
남성,3821,22.06,0.59,102,1.11,25
깨끗한나라,6481,0.0,0.34,0,0.0,0
한일철강,7065,0.0,0.43,0,1.0,30
대원전선,1273,61.94,0.88,18,0.0,0
대동전자,20487,7.54,0.37,1015,3.27,250
한세엠케이,1408,0.0,1.88,0,0.0,0
사조오양,21856,9.36,0.39,905,1.42,120
오리엔트바이오,702,2.3,0.94,288,0.0,0
삼성공조,32070,1.88,0.3,5102,0.83,80
유한양행우,0,0.0,0.0,0,0.63,410
마스턴프리미어리츠
보해양조,593,0.0,0.94,0,0.0,0
상신브레이크,9851,96.89,0.36,37,2.79,100
상상인증권,2103,20.26,0.34,35,0.0,0
이건산업,18762,13.97,0.37,501,1.43,100
SH에너지화학,857,40.29,0.8,17,1.46,10
유성기업,11419,3.96,0.26,741,4.09,120
휴니드,11026,7.67,0.49,707,0.0,0
평화산업,755,12.56,1.85,111,0.0,0
화승알앤에이,4879,5.99,0.82,668,1.25,50
한솔홈데코,1903,0.0,0.5,0,0.0,0
대우부품,539,0.0,2.84,0,0.0,0
플레이그램,685,42.79,0.87,14,0.0,0
인디에프,537,0.0,1.86,0,0.0,0
NH프라임리츠
청호ICT,1111,0.0,2.24,0,0.0,0
까뮤이앤씨,1753,0.0,0.95,0,1.2,20
화천기공,156939,1.99,0.22,17039,7.36,2500
DSR,12480,3.11,0.37,1502,1.28,60
에이엔피,741,0.0,2.27,0,0.0,0
혜인,10052,0.0,0.58,0,1.02,60
서울식품,76,98.5,2.59,2,0.0,0
마니커,777,73.44,1.51,16,0.0,0
동양피스톤,9239,28.28,0.61,198,1.07,60
SK우,0,0.0,0.0,0,3.87,5050
KC그린홀딩스,7463,0.0,0.44,0,1.53,50
서원,2870,255.5,0.53,6,0.0,0
천일고속,18651,0.0,2.72,0,0.0,0
조비,11842,8.27,1.16,1664,0.0,0
인터지스,8867,2.2,0.27,1092,5.0,120
삼화왕관,65831,0.0,0.5,0,3.63,1200
부산산업,55020,27.62,1.23,2451,0.37,250
쌍방울,528,0.0,0.51,0,0.0,0
사조씨푸드,13889,8.52,0.3,482,0.97,40
SG글로벌,2695,0.0,0.57,0,0.0,0
우진플라임,5139,3.18,0.68,1092,1.44,50
한솔로지스틱스,3726,2.83,0.67,882,2.81,70
핸즈코퍼레이션,9053,0.0,0.35,0,0.0,0
영보화학,8125,10.01,0.42,343,1.46,50
아모레G우,0,0.0,0.0,0,1.97,210
하이트론,1353,0.0,1.83,0,0.0,0
우성,67491,447.96,0.33,49,0.0,0
한익스프레스,8649,9.74,0.65,581,2.3,130
영흥,2456,0.0,0.27,0,0.0,0
삼화전자,1085,0.0,5.18,0,0.0,0
CS홀딩스,242997,4.63,0.24,12700,0.85,500
세원정공,45187,0.0,0.15,0,0.37,25
SJM,11352,13.96,0.39,316,2.27,100
부국철강,6300,9.49,0.53,355,2.23,75
모나미,5502,21.33,0.64,166,1.98,70
DSR제강,12715,2.31,0.36,2009,1.29,60
문배철강,8612,2.43,0.38,1338,1.54,50
코오롱인더우,0,0.0,0.0,0,5.6,1350
케이비아이동국실업,1765,12.98,0.34,46,0.0,0
한국종합기술,14302,16.47,0.42,365,1.66,100
신세계건설,70930,0.0,0.23,0,3.1,500
대림B&Co,9514,0.0,0.4,0,2.87,110
한화솔루션우,0,0.0,0.0,0,0.0,0
범양건영,3085,0.0,0.83,0,0.0,0
KR모터스,345,0.0,1.91,0,0.0,0
에쓰씨엔지니어링,1320,11.6,1.54,175,0.0,0
미래에셋맵스리츠
삼정펄프,85204,0.0,0.29,0,4.0,1000
메타랩스,3160,0.0,0.79,0,0.0,0
GS우,0,0.0,0.0,0,7.31,2550
SK케미칼우,0,0.0,0.0,0,5.34,1550
시디즈,37778,19.92,0.8,1516,1.32,400
대유에이텍,942,0.0,0.55,0,0.0,0
성보화학,6994,14.88,0.43,204,4.45,135
신풍제약우,0,0.0,0.0,0,0.0,0
티웨이홀딩스,1505,0.77,0.36,697,0.0,0
비상교육,16097,0.0,0.28,0,2.2,100
에스메디,1172,0.0,0.41,0,0.0,0
한창제지,1851,47.19,0.54,21,2.02,20
티에이치엔,4827,0.0,0.68,0,1.53,50
솔루스첨단소재1우,0,0.0,0.0,0,1.45,101
SJM홀딩스,11073,30.91,0.35,127,3.82,150
IHQ,303,0.0,0.79,0,0.0,0
부국증권우,0,0.0,0.0,0,8.07,1550
삼일씨엔에스,21073,0.0,0.21,0,0.0,0
현대건설우,0,0.0,0.0,0,1.24,650
세원이앤씨,3875,0.0,0.33,0,0.0,0
진양폴리,3071,15.62,1.77,349,3.67,200
국보,4100,0.0,1.09,0,0.0,0
계양전기,3924,0.0,0.51,0,1.25,25
대한방직,37439,0.0,0.27,0,0.0,0
선도전기,3277,0.0,0.92,0,0.0,0
대림통상,5308,14.07,0.67,252,0.85,30
일진디스플,562,0.0,1.81,0,0.0,0
갤럭시아에스엠,1210,11.31,1.56,167,0.0,0
롯데칠성우,0,0.0,0.0,0,5.01,3305
미래에셋증권우,0,0.0,0.0,0,6.01,220
진양화학,2199,0.0,1.46,0,0.0,0
MH에탄올,10227,8.93,0.67,766,3.65,250
형지엘리트,2200,6.04,0.72,262,0.0,0
케이탑리츠
화인베스틸,2628,0.0,0.62,0,0.0,0
영화금속,1191,101.11,0.76,9,0.0,0
국동,1997,33.84,0.42,25,0.0,0
남양유업우,0,0.0,0.0,0,0.43,1050
한국전자홀딩스,3242,2.76,0.31,369,4.9,50
원림,55263,5.91,0.37,3500,1.69,350
평화홀딩스,7178,0.0,0.46,0,4.59,150
유엔젤,4499,19.14,0.79,185,0.0,0
TBH글로벌,2886,9.45,0.77,236,0.0,0
DL이앤씨2우(전환),0,0.0,0.0,0,4.62,1000
바다로19호
체시스,895,0.0,1.57,0,0.0,0
이화산업,54787,885.56,0.29,18,0.0,0
페이퍼코리아,1297,0.0,0.7,0,0.0,0
비비안,3232,0.0,0.43,0,0.0,0
SK디스커버리우,0,0.0,0.0,0,5.8,1750
WISCOM,7345,0.0,0.36,0,1.87,50
유화증권우,0,0.0,0.0,0,5.16,120
카프로,665,0.0,1.5,0,0.0,0
호텔신라우,0,0.0,0.0,0,0.48,250
우진아이엔에스,13930,0.0,0.37,0,0.0,0
전방,184874,0.4,0.13,59197,4.25,1000
동일제강,7970,11.3,0.24,169,0.52,10
세우글로벌,1597,25.43,0.84,53,0.0,0
동양고속,28704,0.0,0.46,0,0.0,0
태원물산,4033,0.0,1.25,0,0.99,50
부산주공,316,0.0,1.54,0,0.0,0
DL이앤씨우,0,0.0,0.0,0,5.85,1050
동원수산,13454,6.14,0.61,1328,3.07,250
세기상사,5022,0.0,1.35,0,0.0,0
에넥스,748,0.0,0.83,0,0.0,0
미래아이앤지,2635,0.0,0.5,0,0.0,0
윌비스,1522,0.0,0.36,0,0.0,0
주연테크,730,0.0,0.84,0,0.0,0
성문전자,1756,14.38,0.92,112,0.31,5
경인전자,49149,10.77,0.46,2080,1.56,350
이스타코,1165,0.0,0.71,0,0.0,0
한창,275,0.0,1.36,0,0.0,0
한국ANKOR유전
유안타증권우,0,0.0,0.0,0,6.12,160
모두투어리츠
DL우,0,0.0,0.0,0,5.33,1050
SUN&L,12936,0.0,0.2,0,0.0,0
대교우B,0,0.0,0.0,0,2.66,45
한성기업,9257,20.92,0.56,250,0.0,0
제이준코스메틱,10836,0.0,0.65,0,0.0,0
금호전기,890,0.0,0.97,0,0.0,0
두산퓨얼셀2우B,0,0.0,0.0,0,0.0,0
한국주강,2671,17.6,1.01,154,0.0,0
신풍,2895,0.0,0.3,0,5.72,50
참엔지니어링,1317,0.0,0.39,0,0.0,0
BYC우,0,0.0,0.0,0,2.18,3050
한솔PNS,2311,15.42,0.61,92,1.76,25
대한항공우,0,0.0,0.0,0,3.07,800
롯데지주우,0,0.0,0.0,0,4.4,1550
SHD,42355,2.61,0.55,8905,0.43,100
진도,8369,6.1,0.27,367,3.13,70
세방우,0,0.0,0.0,0,4.53,305
녹십자홀딩스2우,0,0.0,0.0,0,1.04,300
대덕전자1우,0,0.0,0.0,0,3.77,405
LX하우시스우,0,0.0,0.0,0,1.22,250
태양금속우,0,0.0,0.0,0,0.16,10
한화투자증권우,0,0.0,0.0,0,0.0,0
코리아써우,0,0.0,0.0,0,0.0,0
비케이탑스,277,0.0,3.26,0,0.0,0
코아스,562,0.0,1.09,0,0.0,0
넥센타이어1우B,0,0.0,0.0,0,3.61,105
대상우,0,0.0,0.0,0,5.96,810
코오롱모빌리티그룹우,0,0.0,0.0,0,0.0,0
대한제당우,0,0.0,0.0,0,4.62,125
솔루스첨단소재2우B,0,0.0,0.0,0,1.08,100
하이트진로2우B,0,0.0,0.0,0,6.67,1000
에이리츠
삼양홀딩스우,0,0.0,0.0,0,6.83,3550
일정실업,3682,0.0,3.5,0,0.0,0
NPC우,0,0.0,0.0,0,3.62,105
한화우,0,0.0,0.0,0,2.54,800
코오롱우,0,0.0,0.0,0,4.33,600
LX홀딩스1우,0,0.0,0.0,0,3.36,320
코오롱글로벌우,0,0.0,0.0,0,2.45,450
JW중외제약2우B,0,0.0,0.0,0,0.59,375
한진칼우,0,0.0,0.0,0,0.81,195
한화갤러리아우,0,0.0,0.0,0,0.0,0
JW중외제약우,0,0.0,0.0,0,1.18,400
대덕1우,0,0.0,0.0,0,4.49,405
넥센우,0,0.0,0.0,0,3.89,115
유유제약1우,0,0.0,0.0,0,2.51,110
티와이홀딩스우,0,0.0,0.0,0,2.28,175
삼양사우,0,0.0,0.0,0,5.14,1300
노루페인트우,0,0.0,0.0,0,1.4,280
성신양회우,0,0.0,0.0,0,2.04,250
노루홀딩스우,0,0.0,0.0,0,1.36,505
덕성우,0,0.0,0.0,0,0.79,50
크라운제과우,0,0.0,0.0,0,2.42,252
SK증권우,0,0.0,0.0,0,0.5,10
태영건설우,0,0.0,0.0,0,3.99,230
대상홀딩스우,0,0.0,0.0,0,3.48,280
남선알미우,0,0.0,0.0,0,0.0,0
일양약품우,0,0.0,0.0,0,1.13,175
크라운해태홀딩스우,0,0.0,0.0,0,1.01,105
한양증권우,0,0.0,0.0,0,7.14,850
동원시스템즈우,0,0.0,0.0,0,2.83,650
동부건설우,0,0.0,0.0,0,2.05,550
금강공업우,0,0.0,0.0,0,1.3,130
코리아써키트2우B,0,0.0,0.0,0,0.0,0
대원전선우,0,0.0,0.0,0,0.0,0
하이트진로홀딩스우,0,0.0,0.0,0,4.58,550
깨끗한나라우,0,0.0,0.0,0,0.0,0
계양전기우,0,0.0,0.0,0,0.73,30
금호건설우,0,0.0,0.0,0,3.59,550
흥국화재우,0,0.0,0.0,0,0.0,0
CJ씨푸드1우,0,0.0,0.0,0,0.0,0
서울식품우,0,0.0,0.0,0,0.0,0
성문전자우,0,0.0,0.0,0,0.16,10
유유제약2우B,0,0.0,0.0,0,0.96,110
진흥기업우B,0,0.0,0.0,0,0.0,0
동양2우B,0,0.0,0.0,0,1.42,150
진흥기업2우B,0,0.0,0.0,0,0.0,0
동양우,0,0.0,0.0,0,1.73,90
