Name,BPS,PER,PBR,EPS,DIV,DPS
금강공업,13661,2.94,0.42,1933,2.11,120
선진,17831,7.17,0.39,975,1.43,100
삼영,1525,61.0,3.2,80,0.0,0
디아이,5841,10.3,0.99,564,1.72,100
퍼스텍,1183,91.08,2.85,37,0.0,0
대성산업,16329,0.0,0.22,0,0.0,0
아센디오,384,0.0,4.1,0,0.0,0
우신시스템,5701,51.93,1.56,171,0.34,30
HLB글로벌,1507,0.0,2.53,0,0.0,0
아남전자,1270,11.57,1.65,181,0.0,0
SNT에너지,38778,9.38,0.55,2292,3.72,800
태양금속,3058,0.0,1.44,0,0.11,5
덕양산업,2608,10.13,1.89,487,0.0,0
노루홀딩스,38479,5.03,0.31,2391,4.16,500
경동인베스트,205405,10.37,0.33,6519,1.11,750
대성홀딩스,29781,43.6,0.33,225,2.55,250
극동유화,5808,7.63,0.78,593,4.42,200
KTcs,4834,8.45,0.76,436,3.26,120
경인양행,5831,10.93,0.65,345,1.33,50
신세계푸드,75425,0.0,0.54,0,1.86,750
동성제약,1872,0.0,3.2,0,0.0,0
아시아나IDT,14410,18.14,0.97,774,3.56,500
해태제과식품,9537,0.0,0.56,0,3.75,200
한국주철관,15912,12.16,0.43,559,5.88,400
삼성제약,1528,0.0,1.51,0,0.0,0
유수홀딩스,13726,4.82,0.43,1218,6.81,400
미원화학,64815,8.73,1.07,7959,3.6,2500
무학,18143,0.0,0.29,0,4.31,230
유니켐,1678,47.58,0.94,33,1.27,20
HDC현대EP,10618,11.95,0.45,398,2.52,120
세종공업,14878,85.16,0.37,64,1.83,100
컨버즈,402,0.0,10.2,0,0.0,0
삼성출판사,17559,12.72,0.85,1179,1.33,200
삼성물산우B,0,0.0,0.0,0,2.55,2350
용평리조트,7847,0.0,0.4,0,0.0,0
태경케미컬,12992,16.48,0.99,782,1.55,200
디와이,13814,0.0,0.41,0,2.12,120
휴비스,11585,0.0,0.37,0,0.0,0
국제약품,3666,39.89,1.91,176,0.0,0
NH올원리츠
한신기계,2861,0.0,1.56,0,0.22,10
한국공항,110940,24.07,0.41,1888,0.0,0
효성ITX,5956,9.91,2.09,1254,6.03,750
페이퍼코리아,1297,0.0,0.62,0,0.0,0
성창기업지주,9349,0.0,0.22,0,0.0,0
한국석유,13490,12.33,0.83,906,0.98,110
인스코비,567,0.0,2.16,0,0.0,0
삼양통상,147462,8.82,0.32,5339,3.18,1500
신라교역,35416,9.82,0.25,899,5.66,500
샘표,92028,10.01,0.53,4831,0.41,200
동부건설,25542,3.49,0.24,1737,8.24,500
영풍제지,3320,15.39,0.9,194,26.1,779
태평양물산,4369,5.08,0.64,548,1.08,30
대한화섬,635611,3.47,0.16,29768,0.73,750
덕성,5862,55.29,1.48,157,0.52,45
동인기연,10236,3.92,2.17,5665,3.6,800
테이팩스,31365,7.11,0.91,4013,3.15,900
디와이파워,21781,7.6,0.56,1618,2.03,250
신흥,11398,15.83,1.25,901,1.75,250
가온전선,47277,9.06,0.45,2350,0.23,50
신일전자,1165,126.93,1.63,15,0.53,10
태영건설,19502,2.16,0.18,1607,6.47,225
신원,2866,5.87,0.46,224,7.6,100
강남제비스코,92542,21.59,0.22,952,2.43,500
사조동아원,1639,117.13,0.57,8,0.0,0
이구산업,3804,23.04,1.04,171,1.27,50
금호에이치티,1749,0.0,0.38,0,0.0,0
한국수출포장,7340,6.19,0.45,531,2.44,80
대신증권2우B,0,0.0,0.0,0,9.16,1200
대구백화점,27810,0.0,0.43,0,0.41,50
유화증권,10892,34.4,0.21,67,4.77,110
미창석유,212260,4.82,0.35,15455,3.36,2500
한컴라이프케어,4596,13.92,1.01,333,0.0,0
계룡건설,84371,2.1,0.17,6828,3.49,500
수산중공업,2566,6.99,0.8,292,0.49,10
현대약품,3144,0.0,1.26,0,0.76,30
아모레G3우(전환),0,0.0,0.0,0,3.73,667
웅진,978,15.35,1.62,103,0.0,0
한국내화,6218,133.26,0.49,23,1.47,45
디씨엠,28881,2.68,0.38,4097,8.18,900
조선선재,134669,9.56,0.74,10425,1.5,1500
인지컨트롤스,13364,8.31,0.59,947,2.54,200
대영포장,1753,8.56,0.65,134,0.0,0
샘표식품,49786,9.45,0.54,2869,0.74,200
황금에스티,19636,3.01,0.37,2380,2.79,200
세아특수강,40593,6.48,0.35,2185,7.06,1000
삼원강재,5807,9.27,0.52,327,3.47,105
한양증권,36091,5.12,0.26,1858,8.41,800
웰바이오텍,561,0.0,2.37,0,0.0,0
KCTC,8350,4.53,0.48,879,1.51,60
동남합성,14281,11.41,2.38,2983,2.57,875
광전자,4514,7.45,0.45,275,2.44,50
한국패러랠
경동도시가스,67007,4.9,0.3,4105,4.35,875
한솔홀딩스,13522,2.44,0.21,1144,4.3,120
일동홀딩스,1046,0.0,9.66,0,0.99,100
유니온머티리얼,1996,0.0,1.39,0,1.27,35
두올,5889,15.67,0.6,224,2.28,80
대창,3225,26.42,0.39,48,0.0,0
인천도시가스,48520,8.86,0.54,2956,4.77,1250
종근당바이오,26941,0.0,0.77,0,0.0,0
DRB동일,18971,71.25,0.3,80,0.7,40
CJ우,0,0.0,0.0,0,5.08,2550
KH 필룩스,8313,0.0,0.16,0,0.0,0
팜스코,7532,0.0,0.41,0,1.62,50
SK이노베이션우,0,0.0,0.0,0,6.51,5890
동일산업,192642,4.57,0.24,10085,6.51,3000
팜젠사이언스,13118,1.37,0.47,4498,0.0,0
한국특강,3322,2.65,0.55,687,0.0,0
STX그린로지스,0,0.0,0.0,0,0.0,0
이지스레지던스리츠
크라운제과,16001,4.09,0.54,2116,2.89,250
유니퀘스트,13196,2.68,0.38,1853,4.03,200
화성산업,39046,4.78,0.27,2229,4.69,500
청호ICT,1111,0.0,2.24,0,0.0,0
씨티알모빌리티,12061,95.27,1.03,131,0.0,0
와이투솔루션,2590,0.0,1.13,0,0.0,0
HS애드,10892,5.94,0.59,1077,6.25,400
KTis,6434,6.08,0.47,501,3.94,120
한국화장품제조,13033,20.98,1.79,1113,0.43,100
CJ씨푸드,2107,14.24,1.39,205,0.0,0
광명전기,2621,19.52,0.92,124,0.41,10
엔에이치스팩19호,0,0.0,0.0,0,0.0,0
한국화장품,1409,175.14,4.6,37,0.0,0
조흥,256975,9.28,0.67,18552,3.77,6500
화승코퍼레이션,3752,32.62,0.55,63,2.43,50
동방,2685,125.29,0.79,17,0.0,0
SG세계물산,1234,56.0,0.41,9,0.0,0
토니모리,3871,0.0,1.08,0,0.0,0
삼익악기,3225,5.98,0.35,186,4.49,50
한진중공업홀딩스,13021,6.01,0.26,563,2.95,100
코스맥스비티아이,31502,0.0,0.33,0,0.0,0
화천기계,6506,25.14,0.7,180,0.66,30
삼화전기,10248,9.33,1.47,1611,2.0,300
현대코퍼레이션홀딩스,25341,2.85,0.43,3810,4.61,500
모나리자,2123,41.72,1.26,64,1.87,50
에이플러스에셋,6449,1.93,0.67,2226,4.65,200
모두투어리츠
성안,458,0.0,3.15,0,0.0,0
텔코웨어,19820,14.53,0.5,688,6.0,600
갤럭시아에스엠,1210,20.9,2.88,167,0.0,0
깨끗한나라,6481,0.0,0.4,0,0.0,0
세이브존I&C,12290,9.63,0.19,243,1.28,30
삼일제약,8884,0.0,0.7,0,0.0,0
두산퓨얼셀1우,0,0.0,0.0,0,0.0,0
인바이오젠,14940,0.0,0.63,0,0.0,0
유니드비티플러스,18122,96.89,0.48,90,0.0,0
동양철관,740,23.52,1.05,33,0.0,0
대현,5480,3.61,0.38,574,5.31,110
유유제약,7144,0.0,0.75,0,1.97,105
일성건설,2224,14.53,0.75,115,0.3,5
콤텍시스템,1259,3.7,0.59,201,0.0,0
진양산업,3941,14.53,1.74,472,2.92,200
휴니드,11026,8.93,0.57,707,0.0,0
기신정기,8601,20.3,0.35,150,4.93,150
인팩,11399,6.73,0.78,1320,2.02,180
무림페이퍼,10014,5.82,0.21,365,2.35,50
삼호개발,9788,13.26,0.36,265,5.41,190
씨아이테크,1240,0.0,1.4,0,0.0,0
동일고무벨트,15353,11.05,0.4,561,1.94,120
크라운해태홀딩스,20510,10.36,0.28,559,1.73,100
동방아그로,12112,11.56,0.52,546,3.96,250
신영와코루,40302,3.64,0.24,2611,1.58,150
한신공영,63050,1.87,0.12,3928,4.08,300
제일연마,12792,28.62,0.66,297,3.18,270
다스코,7408,49.66,0.59,88,0.0,0
체시스,895,0.0,2.96,0,0.0,0
유니온,7741,0.0,0.7,0,2.31,125
써니전자,2101,16.84,1.15,144,0.0,0
상상인증권,2103,22.14,0.37,35,0.0,0
남성,3821,22.65,0.6,102,1.08,25
방림,5532,12.94,0.36,152,2.29,45
부국철강,6300,11.62,0.65,355,1.82,75
대원화성,1532,0.0,1.3,0,0.0,0
일신석재,713,35.33,1.49,30,0.0,0
대원전선,1273,63.11,0.89,18,0.0,0
금비,106871,0.0,0.76,0,1.6,1300
엔케이,1457,7.46,0.7,136,0.0,0
지엠비코리아,13567,6.8,0.31,621,1.9,80
KC코트렐,1562,0.0,1.01,0,0.0,0
사조오양,21856,9.4,0.39,905,1.41,120
KC그린홀딩스,7463,0.0,0.48,0,1.4,50
신송홀딩스,8832,48.42,0.76,139,1.78,120
보해양조,593,0.0,0.96,0,0.0,0
화승알앤에이,4879,6.24,0.85,668,1.2,50
조광페인트,16695,0.0,0.37,0,1.62,100
미래산업,3527,8.55,0.73,303,0.0,0
새론오토모티브,11978,0.0,0.34,0,3.41,140
남광토건,10896,4.02,0.73,1969,0.0,0
NH프라임리츠
HL D&I,11284,6.83,0.18,300,0.0,0
호전실업,14510,2.71,0.55,2932,3.78,300
상신브레이크,9851,97.16,0.36,37,2.78,100
고려산업,4286,110.54,0.72,28,0.81,25
영보화학,8125,11.12,0.47,343,1.31,50
SK우,0,0.0,0.0,0,3.77,5050
유성기업,11419,3.95,0.26,741,4.1,120
비상교육,16097,0.0,0.36,0,1.72,100
보락,808,24.57,1.55,51,0.56,7
SH에너지화학,857,39.41,0.78,17,1.49,10
혜인,10052,0.0,0.58,0,1.03,60
대호에이엘,1456,9.79,0.77,114,0.0,0
대동전자,26394,6.27,0.27,1122,0.0,0
명문제약,2648,9.25,0.81,233,0.0,0
인터지스,8867,2.25,0.28,1092,4.89,120
동원금속,1919,4.01,0.81,389,1.28,20
삼성공조,32070,1.75,0.28,5102,0.89,80
이건산업,18762,13.23,0.35,501,1.51,100
평화산업,755,11.91,1.75,111,0.0,0
서울식품,76,96.5,2.54,2,0.0,0
까뮤이앤씨,1753,0.0,0.91,0,1.25,20
미래에셋글로벌리츠
화천기공,156939,1.92,0.21,17039,7.66,2500
한솔로지스틱스,3726,2.93,0.69,882,2.71,70
오리엔트바이오,602,0.0,1.0,0,0.0,0
한솔홈데코,1903,0.0,0.46,0,0.0,0
쌍방울,528,0.0,0.51,0,0.0,0
DSR,12480,2.93,0.35,1502,1.36,60
유한양행우,0,0.0,0.0,0,0.69,410
마니커,777,68.63,1.41,16,0.0,0
천일고속,18651,0.0,2.61,0,0.0,0
CS홀딩스,242997,4.73,0.25,12700,0.83,500
삼화왕관,65831,0.0,0.49,0,3.74,1200
SG글로벌,2695,0.0,0.57,0,0.0,0
대우부품,539,0.0,2.59,0,0.0,0
조비,11842,7.96,1.12,1664,0.0,0
서원,2870,239.83,0.5,6,0.0,0
마스턴프리미어리츠
부산산업,55020,25.87,1.15,2451,0.39,250
플레이그램,685,37.64,0.77,14,0.0,0
세원정공,45187,0.0,0.15,0,0.37,25
동양피스톤,9239,25.56,0.55,198,1.19,60
한일철강,7065,0.0,0.35,0,1.2,30
한세엠케이,1408,0.0,1.56,0,0.0,0
진양폴리,3071,18.88,2.15,349,3.03,200
코오롱인더우,0,0.0,0.0,0,5.72,1350
핸즈코퍼레이션,9053,0.0,0.33,0,0.0,0
하이스틸,7380,5.62,0.44,574,0.62,20
메타랩스,3160,0.0,0.83,0,0.0,0
한익스프레스,8649,9.31,0.63,581,2.4,130
케이비아이동국실업,1765,12.67,0.33,46,0.0,0
인디에프,537,0.0,1.59,0,0.0,0
GS우,0,0.0,0.0,0,7.12,2550
문배철강,8612,2.33,0.36,1338,1.61,50
두산2우B,0,0.0,0.0,0,2.82,2000
에이엔피,741,0.0,1.89,0,0.0,0
삼정펄프,85204,0.0,0.29,0,3.99,1000
우성,67491,413.27,0.3,49,0.0,0
SK케미칼우,0,0.0,0.0,0,5.25,1550
아모레G우,0,0.0,0.0,0,2.17,210
우진플라임,5139,2.83,0.6,1092,1.62,50
한국종합기술,14302,15.42,0.39,365,1.78,100
사조씨푸드,13889,7.37,0.26,482,1.13,40
대림B&Co,9514,0.0,0.38,0,3.01,110
DSR제강,12715,2.09,0.33,2009,1.43,60
한화솔루션우,0,0.0,0.0,0,0.0,0
일진디스플,562,0.0,2.09,0,0.0,0
미래에셋맵스리츠
다이나믹디자인,3499,0.0,0.97,0,0.0,0
성보화학,6994,14.44,0.42,204,4.58,135
IHQ,4545,0.0,0.79,0,0.0,0
부국증권우,0,0.0,0.0,0,7.97,1550
삼일씨엔에스,21073,0.0,0.22,0,0.0,0
에쓰씨엔지니어링,1320,10.29,1.36,175,0.0,0
영흥,2456,0.0,0.23,0,0.0,0
티에이치엔,4827,0.0,0.66,0,1.56,50
에스메디,1172,0.0,0.34,0,0.0,0
현대건설우,0,0.0,0.0,0,1.2,650
미래에셋증권우,0,0.0,0.0,0,5.46,220
모나미,5502,17.8,0.54,166,2.37,70
한창제지,1851,44.38,0.5,21,2.15,20
SJM,11352,11.12,0.31,316,2.84,100
세원이앤씨,3875,0.0,0.33,0,0.0,0
선도전기,3277,0.0,0.92,0,0.0,0
시디즈,37778,17.78,0.71,1516,1.48,400
롯데칠성우,0,0.0,0.0,0,4.79,3305
티웨이홀딩스,1505,0.69,0.32,697,0.0,0
신세계건설,70930,0.0,0.19,0,3.76,500
DL이앤씨2우(전환),0,0.0,0.0,0,4.06,1000
계양전기,3924,0.0,0.48,0,1.31,25
SJM홀딩스,11073,27.28,0.31,127,4.33,150
범양건영,3085,0.0,0.67,0,0.0,0
남양유업우,0,0.0,0.0,0,0.41,1050
MH에탄올,10227,8.98,0.67,766,3.63,250
케이탑리츠
KR모터스,345,0.0,1.49,0,0.0,0
진양화학,2199,0.0,1.41,0,0.0,0
유엔젤,4499,19.86,0.82,185,0.0,0
영화금속,1191,100.78,0.76,9,0.0,0
윌비스,1522,0.0,0.47,0,0.0,0
평화홀딩스,7178,0.0,0.45,0,4.65,150
대림통상,5308,11.77,0.56,252,1.01,30
SK디스커버리우,0,0.0,0.0,0,5.27,1750
이화산업,54787,893.89,0.29,18,0.0,0
솔루스첨단소재1우,0,0.0,0.0,0,1.9,101
형지엘리트,2200,5.5,0.66,262,0.0,0
대양금속,3353,4.69,0.35,252,0.0,0
신풍제약우,0,0.0,0.0,0,0.0,0
우진아이엔에스,13930,0.0,0.41,0,0.0,0
한국전자홀딩스,3242,2.49,0.28,369,5.44,50
대한방직,37439,0.0,0.22,0,0.0,0
원림,55263,5.29,0.33,3500,1.89,350
삼화전자,994,0.0,3.5,0,0.0,0
DL우,0,0.0,0.0,0,4.23,1050
WISCOM,7345,0.0,0.36,0,1.87,50
DL이앤씨우,0,0.0,0.0,0,5.42,1050
국동,1997,28.4,0.36,25,0.0,0
세우글로벌,1597,26.7,0.89,53,0.0,0
전방,184874,0.41,0.13,59197,4.14,1000
유화증권우,0,0.0,0.0,0,5.3,120
화인베스틸,2628,0.0,0.5,0,0.0,0
부산주공,316,0.0,1.54,0,0.0,0
하이트론,1353,0.0,1.02,0,0.0,0
비비안,3232,0.0,0.4,0,0.0,0
태원물산,4033,0.0,1.24,0,1.0,50
덕성우,0,0.0,0.0,0,0.18,50
TBH글로벌,2886,7.69,0.63,236,0.0,0
동일제강,7970,10.96,0.23,169,0.54,10
대유에이텍,942,0.0,0.34,0,0.0,0
동양고속,28704,0.0,0.45,0,0.0,0
카프로,665,0.0,1.4,0,0.0,0
국보,4100,0.0,0.7,0,0.0,0
세기상사,5022,0.0,1.29,0,0.0,0
참엔지니어링,1317,0.0,0.32,0,0.0,0
유안타증권우,0,0.0,0.0,0,5.76,160
한화투자증권우,0,0.0,0.0,0,0.0,0
호텔신라우,0,0.0,0.0,0,0.53,250
한성기업,9257,22.88,0.62,250,0.0,0
한국주강,2671,20.0,1.15,154,0.0,0
동원수산,13454,5.63,0.56,1328,3.35,250
에넥스,748,0.0,0.77,0,0.0,0
태양금속우,0,0.0,0.0,0,0.1,10
성문전자,1756,13.58,0.87,112,0.33,5
미래아이앤지,2635,0.0,0.46,0,0.0,0
주연테크,730,0.0,0.77,0,0.0,0
경인전자,49149,10.17,0.43,2080,1.65,350
SUN&L,12936,0.0,0.2,0,0.0,0
대교우B,0,0.0,0.0,0,2.74,45
이스타코,1165,0.0,0.64,0,0.0,0
금호전기,890,0.0,0.94,0,0.0,0
BYC우,0,0.0,0.0,0,2.18,3050
대유플러스,503,0.0,0.47,0,0.0,0
신풍,2895,0.0,0.29,0,6.04,50
롯데지주우,0,0.0,0.0,0,4.35,1550
두산퓨얼셀2우B,0,0.0,0.0,0,0.0,0
녹십자홀딩스2우,0,0.0,0.0,0,0.91,300
대상우,0,0.0,0.0,0,4.12,810
대한항공우,0,0.0,0.0,0,3.33,800
세방우,0,0.0,0.0,0,4.22,305
진도,8369,5.8,0.25,367,3.29,70
대상홀딩스우,0,0.0,0.0,0,0.99,280
제이준코스메틱,10836,0.0,0.53,0,0.0,0
SHD,42355,2.33,0.49,8905,0.48,100
한국ANKOR유전
한솔PNS,2311,13.32,0.53,92,2.04,25
한창,1375,0.0,0.9,0,0.0,0
LX하우시스우,0,0.0,0.0,0,1.19,250
대덕전자1우,0,0.0,0.0,0,3.94,405
코리아써우,0,0.0,0.0,0,0.0,0
넥센타이어1우B,0,0.0,0.0,0,3.35,105
비케이탑스,277,0.0,3.26,0,0.0,0
코아스,562,0.0,1.07,0,0.0,0
대한제당우,0,0.0,0.0,0,4.36,125
하이트진로2우B,0,0.0,0.0,0,6.37,1000
한화우,0,0.0,0.0,0,2.16,800
삼양홀딩스우,0,0.0,0.0,0,6.66,3550
코오롱모빌리티그룹우,0,0.0,0.0,0,0.0,0
NPC우,0,0.0,0.0,0,3.44,105
에이리츠
일정실업,3682,0.0,3.5,0,0.0,0
유유제약1우,0,0.0,0.0,0,1.62,110
코오롱우,0,0.0,0.0,0,4.26,600
코오롱글로벌우,0,0.0,0.0,0,2.27,450
노루홀딩스우,0,0.0,0.0,0,0.86,505
솔루스첨단소재2우B,0,0.0,0.0,0,1.33,100
한진칼우,0,0.0,0.0,0,0.74,195
LX홀딩스1우,0,0.0,0.0,0,3.33,320
JW중외제약2우B,0,0.0,0.0,0,0.6,375
노루페인트우,0,0.0,0.0,0,1.08,280
SK증권우,0,0.0,0.0,0,0.33,10
대덕1우,0,0.0,0.0,0,4.19,405
JW중외제약우,0,0.0,0.0,0,1.19,400
한화갤러리아우,0,0.0,0.0,0,0.0,0
넥센우,0,0.0,0.0,0,3.9,115
성신양회우,0,0.0,0.0,0,1.77,250
티와이홀딩스우,0,0.0,0.0,0,2.11,175
삼양사우,0,0.0,0.0,0,5.06,1300
남선알미우,0,0.0,0.0,0,0.0,0
크라운제과우,0,0.0,0.0,0,2.17,252
한양증권우,0,0.0,0.0,0,5.49,850
태영건설우,0,0.0,0.0,0,3.69,230
일양약품우,0,0.0,0.0,0,1.01,175
대원전선우,0,0.0,0.0,0,0.0,0
크라운해태홀딩스우,0,0.0,0.0,0,0.91,105
깨끗한나라우,0,0.0,0.0,0,0.0,0
동원시스템즈우,0,0.0,0.0,0,2.56,650
코리아써키트2우B,0,0.0,0.0,0,0.0,0
하이트진로홀딩스우,0,0.0,0.0,0,4.03,550
금강공업우,0,0.0,0.0,0,1.2,130
동부건설우,0,0.0,0.0,0,2.03,550
흥국화재우,0,0.0,0.0,0,0.0,0
계양전기우,0,0.0,0.0,0,0.68,30
금호건설우,0,0.0,0.0,0,3.16,550
CJ씨푸드1우,0,0.0,0.0,0,0.0,0
유유제약2우B,0,0.0,0.0,0,0.74,110
서울식품우,0,0.0,0.0,0,0.0,0
성문전자우,0,0.0,0.0,0,0.13,10
진흥기업우B,0,0.0,0.0,0,0.0,0
동양우,0,0.0,0.0,0,1.37,90
동양2우B,0,0.0,0.0,0,1.2,150
진흥기업2우B,0,0.0,0.0,0,0.0,0
