[DEBUG] (private) matplotlib data path: C:\Users\User\AppData\Local\Programs\Python\Python39\lib\site-packages\matplotlib\mpl-data - [pid:9620 - 2023-03-09 09:21:29,458 - matplotlib]
[DEBUG] Start Button Clicked ~ - [pid:9620 - 2023-03-09 09:21:37,095 - root]
[DEBUG] KorDivStockAnalyzerThread Start... - [pid:9620 - 2023-03-09 09:21:37,102 - root]
[DEBUG] getStockName, stock code = 011780 - [pid:9620 - 2023-03-09 09:21:38,497 - root]
[DEBUG] Starting new HTTP connection (1): data.krx.co.kr:80 - [pid:9620 - 2023-03-09 09:21:38,519 - urllib3.connectionpool]
[DEBUG] http://data.krx.co.kr:80 "POST /comm/bldAttendant/getJsonData.cmd HTTP/1.1" 200 42651 - [pid:9620 - 2023-03-09 09:21:41,475 - urllib3.connectionpool]
[DEBUG] Starting new HTTP connection (1): data.krx.co.kr:80 - [pid:9620 - 2023-03-09 09:21:41,596 - urllib3.connectionpool]
[DEBUG] http://data.krx.co.kr:80 "POST /comm/bldAttendant/getJsonData.cmd HTTP/1.1" 200 None - [pid:9620 - 2023-03-09 09:21:41,868 - urllib3.connectionpool]
[DEBUG] 주식 이름: 금호석유 - [pid:9620 - 2023-03-09 09:21:41,945 - root]
[DEBUG] div growth years [6] - [pid:9620 - 2023-03-09 09:21:41,946 - root]
[DEBUG] 3 year div growth rates  [0.95] - [pid:9620 - 2023-03-09 09:21:41,947 - root]
[DEBUG] 7 year div growth rates  [0.31] - [pid:9620 - 2023-03-09 09:21:41,948 - root]
[DEBUG] 시작일: 20150501 - [pid:9620 - 2023-03-09 09:21:41,949 - root]
[DEBUG] Starting new HTTP connection (1): data.krx.co.kr:80 - [pid:9620 - 2023-03-09 09:21:41,960 - urllib3.connectionpool]
[DEBUG] http://data.krx.co.kr:80 "POST /comm/bldAttendant/getJsonData.cmd HTTP/1.1" 200 502 - [pid:9620 - 2023-03-09 09:21:42,033 - urllib3.connectionpool]
[DEBUG] 종료일: 20230308 - [pid:9620 - 2023-03-09 09:21:42,051 - root]
[DEBUG] collectStockData, stock name =  - [pid:9620 - 2023-03-09 09:21:42,052 - root]
[DEBUG] Starting new HTTP connection (1): data.krx.co.kr:80 - [pid:9620 - 2023-03-09 09:21:42,062 - urllib3.connectionpool]
[DEBUG] http://data.krx.co.kr:80 "POST /comm/bldAttendant/getJsonData.cmd HTTP/1.1" 200 None - [pid:9620 - 2023-03-09 09:21:45,358 - urllib3.connectionpool]
[DEBUG] Starting new HTTP connection (1): data.krx.co.kr:80 - [pid:9620 - 2023-03-09 09:21:47,564 - urllib3.connectionpool]
[DEBUG] http://data.krx.co.kr:80 "POST /comm/bldAttendant/getJsonData.cmd HTTP/1.1" 200 None - [pid:9620 - 2023-03-09 09:21:52,471 - urllib3.connectionpool]
[DEBUG] Starting new HTTP connection (1): data.krx.co.kr:80 - [pid:9620 - 2023-03-09 09:21:54,737 - urllib3.connectionpool]
[DEBUG] http://data.krx.co.kr:80 "POST /comm/bldAttendant/getJsonData.cmd HTTP/1.1" 200 288 - [pid:9620 - 2023-03-09 09:21:54,843 - urllib3.connectionpool]
[DEBUG] doStockPricing, stock name =  - [pid:9620 - 2023-03-09 09:21:56,865 - root]
[DEBUG] 배당금 = 10000 - [pid:9620 - 2023-03-09 09:21:56,898 - root]
[DEBUG] 배당률 = 6.409999847412109 - [pid:9620 - 2023-03-09 09:21:56,899 - root]
